strain	filter	kwargs
PQ310131	subsampling	
MW305495	subsampling	
MG495077	subsampling	
PQ310127	subsampling	
LC726061	subsampling	
LC744878	subsampling	
MT221255	subsampling	
LC122721	subsampling	
PP658556	subsampling	
MW661250	subsampling	
MW305505	subsampling	
PQ195882	subsampling	
PP549878	subsampling	
LC369225	subsampling	
PQ195933	subsampling	
MW305667	subsampling	
PX285873	subsampling	
PQ336850	subsampling	
AB933769	subsampling	
PV394769	subsampling	
KC409263	subsampling	
KM198531	subsampling	
DQ366347	subsampling	
MH218675	subsampling	
PP550058	subsampling	
PP550081	subsampling	
JQ237823	subsampling	
PV784302	subsampling	
OR069404	subsampling	
PQ100947	subsampling	
LC122853	subsampling	
LC369216	subsampling	
PP498988	subsampling	
KT326180	subsampling	
KC175365	subsampling	
PQ196556	subsampling	
PP658553	subsampling	
LC122770	subsampling	
KT152148	subsampling	
KC409281	subsampling	
KC810020	subsampling	
MH702263	subsampling	
KM198548	subsampling	
MW661284	subsampling	
KY424348	subsampling	
KC175362	subsampling	
MW305733	subsampling	
MN447471	subsampling	
KC409283	subsampling	
KF429776	subsampling	
OP691294	subsampling	
MK762745	subsampling	
OR844371	subsampling	
MH218571	subsampling	
MW305689	subsampling	
PQ336855	subsampling	
MW305640	subsampling	
PQ507185	subsampling	
OP205527	subsampling	
AB933664	subsampling	
KC175350	subsampling	
MH218619	subsampling	
MW305559	subsampling	
MG746029	subsampling	
MF140692	subsampling	
PQ507172	subsampling	
OQ940078	subsampling	
LC122863	subsampling	
PP564830	subsampling	
KM198550	subsampling	
KF509946	subsampling	
AB933704	subsampling	
OR793101	subsampling	
LC122728	subsampling	
OR793091	subsampling	
LC848170	subsampling	
LC699530	subsampling	
OQ940075	subsampling	
MH218657	subsampling	
KY887601	subsampling	
JX486101	subsampling	
MH218653	subsampling	
OP729312	subsampling	
MG572182	subsampling	
MN308008	subsampling	
MH218585	subsampling	
PX458279	subsampling	
PQ207946	subsampling	
LC122745	subsampling	
LC726082	subsampling	
AB933688	subsampling	
LC122902	subsampling	
PX458267	subsampling	
PP267286	subsampling	
PX458230	subsampling	
MK590973	subsampling	
MT474034	subsampling	
PQ626688	subsampling	
KY905336	subsampling	
AB933748	subsampling	
MH041322	subsampling	
MH218645	subsampling	
LC769706	subsampling	
MW305554	subsampling	
MH702265	subsampling	
LC726077	subsampling	
MH218668	subsampling	
MZ265418	subsampling	
JN975496	subsampling	
MW661266	subsampling	
MK773584	subsampling	
OP205554	subsampling	
MW661269	subsampling	
MH747481	subsampling	
KC175403	subsampling	
LC122840	subsampling	
PV920370	subsampling	
LC122818	subsampling	
LC644993	subsampling	
OP205568	subsampling	
OL826941	subsampling	
LC369231	subsampling	
PQ336858	subsampling	
OL898516	subsampling	
MH218587	subsampling	
AB933760	subsampling	
PX458217	subsampling	
KC175377	subsampling	
PQ373126	subsampling	
MF140696	subsampling	
OR536499	subsampling	
MK928499	subsampling	
PQ475911	subsampling	
OL685294	subsampling	
OR536483	subsampling	
MW305679	subsampling	
LC209466	subsampling	
KM198552	subsampling	
AB933767	subsampling	
OK376714	subsampling	
MK762634	subsampling	
LC122926	subsampling	
MT357995	subsampling	
PX458261	subsampling	
LC699528	subsampling	
PQ196551	subsampling	
KM198573	subsampling	
OP205559	subsampling	
MH218721	subsampling	
AB933682	subsampling	
LC597116	subsampling	
LC145794	subsampling	
ON706288	subsampling	
LC209481	subsampling	
MH671553	subsampling	
OR793075	subsampling	
OR536473	subsampling	
JX459903	subsampling	
AB933656	subsampling	
PP549881	subsampling	
KM198575	subsampling	
MK753010	subsampling	
LC369254	subsampling	
KT992786	subsampling	
OP690505	subsampling	
KY947550	subsampling	
PV765584	subsampling	
PQ207927	subsampling	
LC769693	subsampling	
EU004660	subsampling	
LC726073	subsampling	
MW305737	subsampling	
LC122896	subsampling	
OQ940082	subsampling	
PQ209106	subsampling	
MN308012	subsampling	
KY496327	subsampling	
OM991839	subsampling	
KJ196280	subsampling	
MW305702	subsampling	
MF802554	subsampling	
OR267447	subsampling	
MK753036	subsampling	
PQ507170	subsampling	
MW019959	subsampling	
MZ546180	subsampling	
KC409270	subsampling	
OL898508	subsampling	
MG746043	subsampling	
OR793093	subsampling	
MH702288	subsampling	
MW284780	subsampling	
MW661252	subsampling	
MW661283	subsampling	
KT780396	subsampling	
MW305513	subsampling	
KF944110	subsampling	
KM245075	subsampling	
LC145788	subsampling	
LC699526	subsampling	
PV765568	subsampling	
PP267297	subsampling	
PP661666	subsampling	
MT537633	subsampling	
JX445166	subsampling	
KT326181	subsampling	
MH218679	subsampling	
MN588306	subsampling	
PQ557604	subsampling	
MW305552	subsampling	
PQ209105	subsampling	
KC576912	subsampling	
MK753011	subsampling	
OP689558	subsampling	
OQ940072	subsampling	
PV275058	subsampling	
LC043167	subsampling	
PP267268	subsampling	
KC175370	subsampling	
LC790068	subsampling	
KT780416	subsampling	
MW261794	subsampling	
PQ195927	subsampling	
MH218697	subsampling	
LC122753	subsampling	
MW305551	subsampling	
AB933745	subsampling	
LC209465	subsampling	
LC769700	subsampling	
PV275045	subsampling	
FJ692501	subsampling	
OP805361	subsampling	
AB933648	subsampling	
PQ336861	subsampling	
PQ196516	subsampling	
MK616584	subsampling	
MH218670	subsampling	
LC877026	subsampling	
LC209469	subsampling	
OP205579	subsampling	
KM198508	subsampling	
KU557788	subsampling	
JX846928	subsampling	
KC517368	subsampling	
PV784345	subsampling	
MW305624	subsampling	
MG746045	subsampling	
OP205528	subsampling	
LC122836	subsampling	
LC209444	subsampling	
KM198554	subsampling	
KM258131	subsampling	
MW305592	subsampling	
MZ478135	subsampling	
MW661268	subsampling	
MW810333	subsampling	
LC209459	subsampling	
LC209434	subsampling	
AB933753	subsampling	
MW305634	subsampling	
MW581010	subsampling	
MK733205	subsampling	
PV784269	subsampling	
LC369246	subsampling	
LC145799	subsampling	
KC409295	subsampling	
LC384108	subsampling	
MW284777	subsampling	
LC769688	subsampling	
MW305658	subsampling	
MZ546177	subsampling	
PP550078	subsampling	
KM198490	subsampling	
MW305586	subsampling	
LC122865	subsampling	
PQ626682	subsampling	
MK752943	subsampling	
MG746023	subsampling	
MN394546	subsampling	
KM198541	subsampling	
PQ196526	subsampling	
GU930737	subsampling	
LC209440	subsampling	
KY424336	subsampling	
PQ196528	subsampling	
LC597113	subsampling	
PQ207926	subsampling	
AB933663	subsampling	
OL685295	subsampling	
LC122717	subsampling	
PQ507181	subsampling	
PV394767	subsampling	
MW305544	subsampling	
OR793098	subsampling	
PV242304	subsampling	
MH041321	subsampling	
KC409284	subsampling	
MH218704	subsampling	
PQ215543	subsampling	
AB933651	subsampling	
OR397768	subsampling	
KF712501	subsampling	
MK956175	subsampling	
MW305520	subsampling	
PQ208320	subsampling	
LC122850	subsampling	
MW305699	subsampling	
MT221253	subsampling	
PX458266	subsampling	
OR536442	subsampling	
OP162339	subsampling	
MH218626	subsampling	
KU743153	subsampling	
MK762724	subsampling	
MN996300	subsampling	
MW305591	subsampling	
AB933770	subsampling	
PQ273183	subsampling	
KC175348	subsampling	
PQ336862	subsampling	
MF140647	subsampling	
MT448670	subsampling	
OP729313	subsampling	
PV920378	subsampling	
MW305632	subsampling	
KC175373	subsampling	
PQ310125	subsampling	
OQ702253	subsampling	
KM198581	subsampling	
KT970371	subsampling	
KM198520	subsampling	
MK907796	subsampling	
OL898510	subsampling	
MK590972	subsampling	
MK614132	subsampling	
OR844374	subsampling	
MH218676	subsampling	
MK648241	subsampling	
MK483908	subsampling	
KC810022	subsampling	
LC145803	subsampling	
AB665364	subsampling	
PV920377	subsampling	
PV242302	subsampling	
EU004666	subsampling	
PV232420	subsampling	
OL685297	subsampling	
MG746040	subsampling	
MW305603	subsampling	
PQ195887	subsampling	
LC122750	subsampling	
LC209435	subsampling	
KM198517	subsampling	
OR648469	subsampling	
MG746005	subsampling	
KT780400	subsampling	
PX458219	subsampling	
MW305644	subsampling	
OR397778	subsampling	
KY424333	subsampling	
MH218635	subsampling	
KC409316	subsampling	
PV282518	subsampling	
MW661262	subsampling	
PV784278	subsampling	
OQ552767	subsampling	
MW305739	subsampling	
KY905334	subsampling	
MT089579	subsampling	
LC175468	subsampling	
MK762624	subsampling	
LC597133	subsampling	
PQ336853	subsampling	
MW661260	subsampling	
PV784289	subsampling	
LC122824	subsampling	
PP267299	subsampling	
MT707683	subsampling	
MW305500	subsampling	
KY865306	subsampling	
PP267295	subsampling	
KC175386	subsampling	
LC369244	subsampling	
PV275062	subsampling	
MW261788	subsampling	
PV232427	subsampling	
MW305539	subsampling	
MW305728	subsampling	
PV784286	subsampling	
KC576909	subsampling	
PQ208329	subsampling	
MG002633	subsampling	
PV275044	subsampling	
PV394770	subsampling	
KF429780	subsampling	
OM372486	subsampling	
LC122898	subsampling	
MF140633	subsampling	
PQ304612	subsampling	
PQ214837	subsampling	
MG746017	subsampling	
OK376255	subsampling	
KT992790	subsampling	
MN308022	subsampling	
MW305563	subsampling	
MF140678	subsampling	
MW305618	subsampling	
MH260487	subsampling	
OP205547	subsampling	
MT712157	subsampling	
LC877032	subsampling	
LC122875	subsampling	
KC409301	subsampling	
LC122784	subsampling	
MK762622	subsampling	
MW305602	subsampling	
PV765580	subsampling	
MK753018	subsampling	
KF429785	subsampling	
MW305701	subsampling	
PX458218	subsampling	
MW305570	subsampling	
OR084254	subsampling	
KY424341	subsampling	
MT362915	subsampling	
KF039737	subsampling	
PQ196518	subsampling	
MH218603	subsampling	
OL898506	subsampling	
KM198529	subsampling	
LC369242	subsampling	
MK764043	subsampling	
KU561250	subsampling	
PP550070	subsampling	
LC122809	subsampling	
MW305488	subsampling	
MK752935	subsampling	
LC122789	subsampling	
JN400602	subsampling	
GU980585	subsampling	
JN400606	subsampling	
MW661257	subsampling	
KC175369	subsampling	
MK236608	subsampling	
OR397774	subsampling	
MT221254	subsampling	
LC122854	subsampling	
PP267294	subsampling	
KM198494	subsampling	
PQ310522	subsampling	
MG557651	subsampling	
PQ373131	subsampling	
MG746022	subsampling	
LC122929	subsampling	
MH218596	subsampling	
KY392867	subsampling	
KC175409	subsampling	
OR536462	subsampling	
KC175356	subsampling	
KC631814	subsampling	
MF140691	subsampling	
MF140656	subsampling	
PV282529	subsampling	
PV275056	subsampling	
PV765581	subsampling	
MH218617	subsampling	
LC122869	subsampling	
LC868429	subsampling	
JN400621	subsampling	
MN307996	subsampling	
MG746035	subsampling	
PX458270	subsampling	
MK752948	subsampling	
MH218684	subsampling	
LC848165	subsampling	
PQ507171	subsampling	
MT526276	subsampling	
OP205544	subsampling	
LC122846	subsampling	
MG746001	subsampling	
MH218576	subsampling	
KX907730	subsampling	
LC122906	subsampling	
MK641589	subsampling	
MW305674	subsampling	
MF140683	subsampling	
PV418613	subsampling	
MF802552	subsampling	
MW661256	subsampling	
KM198564	subsampling	
KY421121	subsampling	
MW305527	subsampling	
PX458205	subsampling	
LC122690	subsampling	
KY424344	subsampling	
PX458238	subsampling	
MW305535	subsampling	
